Personas;Gastos;Ingresos;Categoria;G1_Alimentacion;G2_Bebidas;G8_Comunicaciones;G9_Recreacion;G10_Educacion;G11_Restaurantes
2;364188;507607;1.Bajo;223726.64629847204;367.540772405634;24933.148701742488;7452.726951042536;7875.0;18563.11937849518
2;1201302;1190001;2.Medio;54597.7307392871;428.931595422155;168725.87042624922;51536.01118946239;174333.33333333334;76496.72565154861
3;695156;403000;1.Bajo;327055.318272872;1076.7567034603999;142685.00202704314;19263.36834729085;833.333333333333;27697.6428802897
7;1000888;1737000;2.Medio;247838.4798324484;130926.3165133576;122794.9433962264;27453.57864872028;40999.99999999997;29122.188048098174
5;1156479;1921927;2.Medio;205170.29666505006;28911.703579090536;90000.0;65552.7638190955;218333.33333333363;87692.06054564814
5;430435;740000;1.Bajo;156061.3275185327;16.0849353350387;43002.763619332276;1858.4800677233322;1666.666666666667;14968.011241947273
4;8157857;8783907;3.Alto;774136.1314697267;6386.0;60000.0;1033175.4352250712;1265000.0;90352.66516113287
3;898572;1309430;2.Medio;204095.397770386;17.6934288685426;84919.1051986568;36521.48473263509;10583.3333333333;95166.062366142
4;1932132;2384036;2.Medio;367982.4008483886;78436.19970703131;74000.0;145157.85951177447;148191.6666666667;231655.718776682
3;2581321;3397532;3.Alto;138017.8125;32162.5;118082.36413043478;60045.99456477996;240833.33333333366;255297.7737487127
5;740496;426000;1.Bajo;176989.33404541019;21699.9997558594;151767.777777778;35396.6665039063;13000.000000000002;8060.0
4;2487427;4070000;3.Alto;128883.4991706026;27449.022574368402;235810.84109309418;182186.13405476508;127500.0;174793.18930106543
3;1770247;435000;1.Bajo;148807.58552027302;61442.95657407344;99227.26094115592;284467.0788435547;714250.0000000005;92395.8051981593
3;231886;168000;1.Bajo;72962.21037932522;71.2026475053612;5012.233621650088;111.316031438332;833.333333333333;3111.3964730032253
3;1576917;1165025;2.Medio;108066.86756073302;621.812427383058;110606.83616748035;107911.25287882664;98000.0;10484.344145196039
4;1900098;2133000;2.Medio;158206.2378706539;19871.073706700772;110133.96803881942;261293.63767834567;255833.333333333;185377.0998389455
5;1003569;821875;1.Bajo;226969.99926757818;18000.0;59760.0;50217.39130434787;2500.0;141604.34733780572
4;851362;600000;1.Bajo;166892.375;6587.5;21000.0;17437.5;251380.33333333366;65099.9985351563
3;947424;382828;1.Bajo;69900.0;61200.0;48000.0;77271.0621083019;125000.0;162476.9230769231
4;1760376;2693944;2.Medio;373549.6824230892;45875.753039693474;92048.04102746367;134449.86078636663;155856.68219377534;28739.651636429102
3;1057697;1155000;2.Medio;127413.3429740758;10233.2116671615;154252.20201502985;47298.034592070275;58333.33203125;29452.432595699687
3;1706465;1810312;2.Medio;192756.0;9000.0;124674.2056074766;92288.3248730965;150666.666666667;205030.55886391574
2;2203259;1900000;2.Medio;58810.875;22862.5;73000.0;97125.19021739135;6944.44444444444;164106.25
3;1602674;2262589;2.Medio;145172.0;23800.0;109980.0;8200.0;131666.66666666666;55480.0
4;1506131;1972746;2.Medio;230780.5620672874;3334.274939181552;70065.76001680132;101587.65381131633;300000.0;74415.31122803794
3;435962;1095000;2.Medio;64902.375;14531.25;30980.0;7366.23831775701;166.666666666667;8525.0
4;2621395;2539452;2.Medio;324267.4894775784;51763.763859235325;85116.7580113502;129660.46945954577;112500.00000000007;259989.3169666683
3;2426151;3934038;3.Alto;311917.8666381836;3265.33325195313;73626.37362637359;79183.6834066202;443166.6666666673;214741.20333694632
4;630737;581875;1.Bajo;131874.87199174595;180.151275752433;30.9525365214825;47194.310205766946;500.0;3031.725909809456
7;1375235;1167000;2.Medio;410710.0005493164;106160.00048828131;70000.0;19314.21319796954;22750.0;9560.0
5;683362;610080;1.Bajo;122906.1923610456;56114.992904694685;36125.13669033019;32655.308339212257;3333.3333333333367;145096.3382379362
7;1463929;900000;1.Bajo;559505.4856494576;77430.30293691668;66200.0;17644.79225943239;142750.0;102016.8491765845
7;823304;1015650;2.Medio;201984.375;3890.5;133000.0;11542.46771990813;127200.00000000033;22831.45718232044
4;2067962;2515050;2.Medio;192462.6556765281;416.440724805089;80309.08107044199;178732.94452496863;24611.542497399947;81852.39079831242
9;1368796;1410642;2.Medio;395569.2716240247;2325.0;50812.5;25644.85981308412;666.6666666666661;36992.603375975305
3;1314753;640000;1.Bajo;464347.9522444615;197.308541798834;40023.90039743277;205397.99998653764;51916.666666666635;28937.605224100975
2;893801;1400113;2.Medio;207826.06811523443;33058.3984375;46479.0;26646.0;11000.0;13244.927966508709
6;1651628;2259331;2.Medio;351723.19462514;28824.70190099093;76000.0;347484.82350030623;53500.0;53236.99441743584
5;5009580;5311322;3.Alto;572894.8003706539;67878.44870670077;305526.2723866455;313385.2796211895;750000.0000000003;113309.73241470306
4;902970;600000;1.Bajo;316391.81568032;13737.133472286725;183130.08623644052;41403.679207963956;149833.33333333363;34744.6720387883
5;5431876;3908879;3.Alto;177467.2736108758;229.35217328126302;99685.72155779698;911419.6787088024;1012353.4029835773;334629.6905858429
3;761124;1403642;2.Medio;202734.52589825654;6083.659711563361;64525.15156906078;8089.962667329538;28171.10745746458;33650.62856468601
4;2739114;4798952;3.Alto;686558.936523438;107428.5625;141000.0;399809.0;188750.0;162323.7497558594
4;955655;1600659;2.Medio;218306.0;10780.0;71328.0;106413.05660377356;30583.3333333334;97840.0
6;696574;1490000;2.Medio;172860.0;15600.0;79000.0;31360.0;54999.99999999997;75986.8131868132
3;1082972;800694;1.Bajo;51716.80406455104;10673.962769577432;50289.070677659394;63373.41384411534;81500.0;10039.030185424517
6;381113;518065;1.Bajo;153252.0001220703;2800.0;57000.0;14891.30434782609;2500.0000000000027;8400.0
4;1630337;1295185;2.Medio;295877.914524792;14535.51053696727;81817.5470758878;78120.9279430313;163875.75483008832;77893.77215562236
5;509317;1338000;2.Medio;113114.62351504236;6056.981790661504;29061.334519374366;22778.09436340406;57083.33333333333;1093.28175676528
7;3655650;5335000;3.Alto;794064.0;104256.0;112000.0;108605.20257302989;1233374.83;85954.0
3;713523;528000;1.Bajo;165475.96229454194;2646.33640853994;76954.67801430407;46829.20078939197;3333.33333333334;73191.03556688261
1;1673900;1547579;2.Medio;140990.0670471192;7233.33349609375;101850.0;105973.74673319075;341666.666666667;125508.6658935548
3;1347579;923000;2.Medio;210336.6263130713;589.445223388554;69000.09090560766;87300.85543134519;378833.3333333329;74510.55081025702
5;575523;369500;1.Bajo;333686.82070250844;26299.9999389648;21132.0754716981;17469.696969696957;291.66666666666697;3649.179602667268
4;1429783;1758980;2.Medio;184974.0;22780.0;75000.0;56954.13282369806;191666.66666666634;166152.3076923077
4;712005;1572506;2.Medio;111705.82315743221;28.148636836317703;87084.71133383148;4324.9590949271915;66166.66666666667;16923.08217340773
5;5467294;4505970;3.Alto;460528.50756871107;6402.83371136783;95885.09736797224;462935.4591083317;213125.0;464964.8823374299
4;678125;600000;1.Bajo;313927.51438489754;87981.29272189787;36290.1800298889;22678.539630941512;3333.33333333334;30553.680404463652
5;940639;630204;1.Bajo;218484.81209613086;67967.36039895602;53588.96725755769;37718.111543706;151725.0473531107;28948.573972509337
4;1225638;2140358;2.Medio;316515.6827659775;1580.6822019773401;32251.583553217773;59471.18998877216;161250.00000000035;18040.9500424744
3;193141;330000;1.Bajo;51211.07904958397;711.021073934538;31985.09415177559;2828.8124078017895;2751.5096601773603;19794.616378589737
6;813861;1227000;2.Medio;272718.6245117188;15112.5;55543.125;42434.3048256092;21416.6666666667;40661.9505494506
4;1848967;3303875;3.Alto;377654.7517207932;85791.24827920676;129882.0;97380.39252336448;186333.3333333333;132240.0
4;1431435;1007441;2.Medio;215247.2320062817;11092.004806005116;228002.6728804688;78558.98051537322;118749.99999999971;79298.40527280315
3;451514;934018;2.Medio;116968.0;3516.0;16000.0;5080.0;1491.666666666667;12000.0
4;698062;285534;1.Bajo;242122.73415740274;3094.25164166805;30149.235443942864;16462.45794699695;145583.33333333366;19938.862546134493
5;748367;1280000;2.Medio;252259.6310050544;12649.7170116658;64117.47225039376;21208.567452322357;44166.6666666666;45555.93139587324
6;774642;755255;1.Bajo;249131.15377231297;306.340187800221;12252.633575928236;96938.92283743278;1111.0;12538.188298247416
2;1944651;1930000;2.Medio;231014.0673828125;40734.0007324219;66313.3330078125;53785.192486798325;6666.66650390625;232003.99438476562
5;3327880;6347750;3.Alto;201073.1082241165;51881.53766663375;163173.58086999346;93126.77923173776;1099166.6666666667;397476.87674978457
5;3244925;2491151;2.Medio;435884.6205105686;46669.72923742861;84135.28245532677;37056.53823350639;308507.8623138651;167950.10825087034
5;4016652;5592000;3.Alto;550245.0069703533;44821.77476405759;120973.93556647083;42498.1076253169;869639.1666666667;60664.290774795096
3;1055742;1016129;2.Medio;296897.9499344597;1007.0207257497801;65173.02040000257;153847.6785142999;40250.0;7684.07156036346
4;3548778;5639400;3.Alto;396988.0;31140.0;39445.0;476769.4139194137;1047910.5000000007;293637.8021978023
2;3515059;2906334;2.Medio;476596.456949165;49238.93344662565;118586.30262567526;251559.66447871656;13535.597860480333;374461.6404305455
3;892779;650000;1.Bajo;181066.86663818362;5146.0;42000.0;94837.03736255791;113333.3333333333;53505.9990234375
4;970068;2066500;2.Medio;409079.99914550787;8960.0;22300.0;103261.3555546017;12750.000000000004;76700.0
4;1145936;1570331;2.Medio;359889.33711242693;37613.3325195313;59466.666503906294;70692.66772460938;165833.3326822917;168226.66662597656
6;1423450;987500;2.Medio;400985.47688609734;100800.0;44000.0;142726.0869565217;273741.66666666634;68588.5231749378
5;1683024;744500;1.Bajo;352126.9113727288;58918.01715337692;50000.0;134986.08955133017;63208.333333333365;137349.3703976256
5;925644;1355075;2.Medio;300871.4768776069;7045.585026656416;131815.00675271187;6372.533493531831;87500.00000000003;51840.8587413592
3;2071666;2420000;2.Medio;260556.4095943991;58127.92480858385;153506.10283033838;81217.51457791383;6666.666666666667;245627.2803755536
6;1087725;1222661;2.Medio;309680.3125;47836.875;82425.0;32280.21124731148;32083.33333333337;57987.3096446701
3;573398;950380;2.Medio;200491.50163609482;6587.5;29687.5;19375.000091552738;4166.666666666671;3836.25
4;2723492;2827006;2.Medio;473215.00292968773;48166.25;235795.8423913044;141793.69540803327;120000.0;175595.1195652174
3;707854;789533;1.Bajo;53120.0;23200.0;20000.0;100000.0;1416.66666666667;21500.0
2;396773;590004;1.Bajo;63713.26785278323;16285.33325195313;39980.0;44406.17763943139;20000.0;47306.00012207029
2;754001;1520000;2.Medio;82012.0;12960.0;20000.0;8980.0;260833.3333333333;133820.0
4;4544024;5604108;3.Alto;234962.49319202924;115.811534412279;80448.46948776377;654883.4391497169;466583.3333333337;428833.3306745811
3;1821982;772000;1.Bajo;373831.9722068239;35381.2570371779;118202.67683057094;79792.52867933664;318116.2927932576;146499.11965459996
5;949952;1330000;2.Medio;235245.43774414062;7750.0;166774.45652173902;775.0;60166.6666666667;22281.249755859397
1;657231;968281;2.Medio;107238.3918872598;3532.8876681838597;69429.70426827647;20806.50627979386;335.498128577432;89749.4620983645
4;3011528;14226310;3.Alto;471051.1991577151;41333.33203125;105000.0;337878.1890364938;220000.0;168695.56192600276
3;1987580;3988285;3.Alto;126144.13938582677;21855.983189628838;71736.96517384611;231068.22300594125;266500.0000000003;45376.3315169962
4;1553599;1335000;2.Medio;445998.4171493964;7195.54974442323;40239.77517922863;54726.10741883628;78250.0;226823.6107781593
2;3799784;3955167;3.Alto;103869.90479539661;20997.8812351115;60681.2368232632;428370.3914404034;254815.78894346347;158159.2705245247
5;335779;154600;1.Bajo;93227.33413696286;12606.6669921875;36133.33349609375;32641.551370889672;1041.6666666666667;9300.0
4;452624;475500;1.Bajo;69572.0;20180.0;18000.0;12328.40575641134;31874.99999999997;4000.0
2;7477963;6441155;3.Alto;284179.38670329144;28451.7998046875;99170.0;1753992.0978058535;465416.66666666704;222846.2810518354
3;599198;2266667;2.Medio;214126.27812375355;35.6724239252759;55112.136234800804;32933.256136017575;70554.71182823859;133.83257361514998
5;1401290;910740;2.Medio;440049.2505187988;19181.2500610352;192638.216292135;66087.6761437706;833.333333333333;14134.0625
5;831088;697500;1.Bajo;256838.875;8505.625;57500.0;94383.83152173908;1250.0;40493.75
3;894323;698153;1.Bajo;377355.5579633692;79566.66430664067;58133.33349609375;2083.33325195313;500.0;44261.7042893545
3;2617118;3608993;3.Alto;256484.5009266346;76056.74676675194;105918.18096661376;173508.73572633797;209166.6666666667;319382.12549839076
5;1663698;1750000;2.Medio;156058.163624906;9306.6326294538;58324.26467760665;61343.1376643105;54166.66666666669;392651.71782093594
3;656911;1124123;2.Medio;96380.58768532693;65355.786853350386;21027.636193322753;84331.47638008607;333.33333333333303;15284.490592061518
4;3047388;1415000;2.Medio;152203.80200195324;56688.6669921875;179000.0;160369.6805345735;1036500.0;75805.33300781256
5;1358793;500000;1.Bajo;404282.4293067724;39014.515158224836;36422.84828747732;7300.388798416363;449687.21348428464;59061.183543250954
3;2769231;2500788;2.Medio;241385.375;14686.25;94062.5;106310.40447827335;265000.0000000003;74117.7295918367
4;1281387;1426248;2.Medio;243867.6245971081;8099.271222350568;93003.6288206722;29107.37018000064;1235.5159146733001;27197.81289485505
4;773971;186000;1.Bajo;271816.2687072754;5352.66650390625;129537.037037037;41890.555555555555;78083.33333333334;2066.66674804688
3;1627770;1651000;2.Medio;227359.63330133562;132.74741471342898;37022.807882902234;59490.86654254249;833.333333333333;406.54826257388
6;1350208;1415135;2.Medio;523653.9375;49018.75;57000.0;260001.0101010103;38333.33333333333;104625.0
3;473520;428226;1.Bajo;92343.1875;5386.25;40638.375;11973.75;100999.99999999997;1550.00006103516
1;673165;740000;1.Bajo;63855.99987792969;3400.0;5000.0;28593.065326633197;90000.0;4522.61306532663
5;741053;909000;2.Medio;322787.64238983375;105394.34035014933;48067.7532481461;14634.208071890222;3749.9999999999973;6207.69496386862
4;3786334;3657307;3.Alto;338677.9992370606;49120.0;130821.6666666667;70817.43037784133;1005910.0833333337;254239.9992675782
6;2069255;1994195;2.Medio;504107.987286806;25555.76459449571;85043.27306461244;19302.08755616528;168333.33333333366;42842.21259922656
4;463499;1346100;2.Medio;81037.52518532693;17908.349353350386;43410.78836723575;5088.423458738052;1166.666666666666;23363.536332516185
4;1841020;4502886;3.Alto;249191.5625;66128.8125;89833.33325195312;166509.57460088324;252034.72222222225;195460.8722826087
4;7581664;8973442;3.Alto;903892.4440075338;105245.57264264008;169270.1382171655;360501.51851429616;223.702702835427;526657.7664311163
3;892198;700000;1.Bajo;203494.0;5800.0;34000.0;40670.66650390625;30250.0;40000.0
4;1355964;994427;2.Medio;142854.6016689445;5254.6732285259495;39115.75246720721;238001.86688066152;229994.22315130066;213359.73920859932
4;1211377;1553000;2.Medio;217080.0004882812;59000.00100708009;84000.0;35980.000244140596;287333.3333333337;40720.0
3;1088054;740000;1.Bajo;339853.0006103517;54084.66748046875;108339.6296296296;48773.33227539063;95833.3333333334;91636.0009765625
4;1560592;2837830;2.Medio;364139.56259155273;6200.0;37261.0;13543.125;18916.66666666664;202391.25036621094
3;1756701;1600000;2.Medio;508119.6201897014;20588.71674241;102306.43266173509;36321.10067147105;144500.0;128981.05495080077
2;2556554;3609965;3.Alto;364825.06649469037;11795.96158014558;67790.0;207869.26788288765;361077.5;68860.37828858905
5;1675053;2250639;2.Medio;183293.43662006402;17747.885212250792;70585.69969648599;52265.8100602703;253577.89864899116;103682.3748551955
3;5463950;4836444;3.Alto;961134.7182466091;72794.7305234409;116507.1640247202;288441.29312063695;177083.33333333372;228438.96482072
5;1231131;1032666;2.Medio;482437.49902343756;44950.0;66880.8988764045;33060.203923272726;1916.666666666666;21273.75
3;501467;816363;1.Bajo;131973.2002563477;4523.93310546875;15000.0;37763.39130434783;10249.999999999996;31161.94568071213
4;446239;1464580;2.Medio;180326.0;13400.0;77000.0;1990.0;16666.6666666667;3600.0
3;1053042;950000;2.Medio;489954.9991455078;5425.0;109980.0;35068.75;154999.9999999997;18987.50012207031
4;2907341;3522687;3.Alto;403018.0;21800.0;173243.6666666667;53980.0;383333.3333333337;44000.0
1;1029825;600000;1.Bajo;59642.0;56160.0;15000.0;162843.25355750674;46249.99999999996;246286.0301507538
4;827408;850000;1.Bajo;195754.3646834059;3205.5304420981397;69550.75545629839;23011.427804594772;65766.66666666667;22717.16167260954
5;824967;1203046;2.Medio;313607.3299189304;120612.33382219846;51799.6261682243;89548.00484511718;750.0;54595.47911299018
3;1726680;3301633;3.Alto;361569.71208141587;3555.10536967269;51175.470758878;309563.0023943393;13757.5483008868;133030.5717616983
4;1855045;1744140;2.Medio;177921.78810562385;59513.63876361901;97069.92325325037;138123.4595091052;128333.3333333334;98565.70870893
5;742979;826572;1.Bajo;356005.01501724555;15934.768611085374;32714.679440367563;11434.134658906527;833.333333333333;37829.77717704273
6;666254;312000;1.Bajo;212156.25012207037;101525.0;75362.0;9559.75274725275;2000.0;54443.75
3;1936919;2708000;2.Medio;345578.49931053777;3651.17654727743;234627.32375862432;60037.20255977517;8333.33333333333;243001.9816661606
11;1653203;1559490;2.Medio;603881.3980168735;29139.89167030571;85672.81308002803;66758.29118369603;416.66666666666697;77783.92337946862
8;2225141;2988723;2.Medio;460249.3480569632;61784.66856576762;215191.58284320036;289157.2604699746;83.3333333333333;199784.91895059246
3;2130270;3232035;3.Alto;391328.4483091136;72600.45747289929;80789.04790726423;339725.214563522;350416.66666666634;204612.7937889335
2;608295;4025000;3.Alto;212302.44326562004;804.111274066153;67830.0;72526.15839288762;10666.6666666667;21162.64714151599
5;2193456;1567801;2.Medio;614408.0;5980.0;75108.0;75069.30434782608;250166.66666666666;83986.666015625
17;1862123;1459000;2.Medio;992690.8205804382;55800.0;42000.000488281294;4000.00024414062;2708.3333333333335;83049.17954163211
4;4292551;6431514;3.Alto;547244.5633403138;5945.6637897531;127492.79839340951;505948.72138046584;658500.0000000006;211562.58772175713
5;2729500;4405093;3.Alto;342643.4623637113;159815.69817906615;234824.59139586263;252105.40742629007;54416.66666666667;292192.9462661289
4;1037936;1154736;2.Medio;280953.0817200592;3148.95448901917;42337.087852155295;146625.9282154124;39899.99999999999;9643.893850577992
3;1416690;1480000;2.Medio;107879.99853515626;13412.6669921875;102399.2670737466;123509.93359375;85583.33333333334;117820.66357421875
3;1094929;1868000;2.Medio;178366.3780619457;42320.02725541638;98543.60491266838;22968.96834037454;970.2966059892519;137634.53748717613
5;1162587;1887420;2.Medio;291115.82439568394;23866.26938227798;10396.249522841836;97292.94281645805;4458.333333333338;41363.1086518464
4;1080571;1185213;2.Medio;255204.56787062698;6189.691733606657;83064.80687334185;87019.03779334942;74791.66666666666;8304.55112366355
5;1029772;1120512;2.Medio;274997.125;27787.625;30323.33334350586;159495.6219827904;458.33333333333366;82185.74041740301
6;973269;912000;2.Medio;276948.1956323097;1243.9016388852401;72247.0536306205;1944.6776038758499;1666.666666666667;10009.535961158299
4;768900;652135;1.Bajo;121134.0;7180.0;53702.0;65289.34579439252;166416.66666666666;33933.333251953096
5;1842109;4100116;3.Alto;427530.00311279297;3580.0;298456.5217391304;67560.0;220666.66666666634;84520.0
6;837288;1201000;2.Medio;166017.8487996657;25615.21627023022;58373.08860985716;67612.19495383324;7916.666666666666;123586.00904823505
2;1442832;828343;1.Bajo;130270.58307337598;355.510536967269;51117.5470758878;68862.96828915102;1375.7548300886801;93318.064245714
4;4336454;8408958;3.Alto;326264.66723632807;21080.000488281297;149160.0;140677.98901098903;105666.6666666667;1024380.816277473
5;715498;1530000;2.Medio;213780.0;48000.0;99857.1428571429;23137.05583756345;67166.6666666666;9980.0
6;959147;1881758;2.Medio;247806.12309140997;59959.59965032007;47930.186306444455;39892.75351406334;833.3333333333339;57619.331129719525
4;1041986;862070;1.Bajo;380461.12756159296;6425.738549836021;64504.03274309653;25302.468663556698;89000.0;105032.60639012029
3;928587;1544810;2.Medio;61825.62573242189;19762.5009765625;99523.8095238095;15109.863945578229;190916.66666666634;92823.13185586735
6;960023;807000;1.Bajo;264766.7852786154;6835.092308911209;773.0617144987359;57908.82761263904;541.666666666667;13779.7487929511
4;1106446;1191661;2.Medio;305987.5567912897;679.297008755065;60911.36909607596;41408.658820418204;1458.333333333333;56360.394918688944
6;1021563;4780000;3.Alto;19180.6668701172;151073.337402344;170000.0;52602.1634328638;211666.66666666674;50426.66796875
4;890986;1489711;2.Medio;223138.00128173834;10705.333190918;63990.0;4166.66650390625;22249.999999999996;101266.6640625
4;707362;1218032;2.Medio;227610.4913016658;5660.38042168141;56990.27683429938;44262.45436273962;59000.00000000003;47330.9291349758
7;942253;551102;1.Bajo;259573.29367143783;14466.6669921875;58000.0;28001.08183850222;19333.333333333372;74586.00158691409
4;1973291;2000000;2.Medio;498230.70828418905;14534.908433217839;50214.77437816236;115977.26380234928;405000.0000000006;78406.5816034481
7;915787;737616;1.Bajo;248028.1031448049;33273.3322143555;28703.7037037037;124661.66650390625;1250.0;100244.49945529284
3;1023189;351000;1.Bajo;95543.1631641092;49312.400327571704;60070.41541100368;51153.53731269486;200920.01813068206;22303.20388757949
2;1174968;961230;2.Medio;135628.6938324051;47206.4779668303;44010.36348331799;36308.7915962144;158358.40177218217;28808.14183387892
5;3791183;1611701;2.Medio;265522.0;2980.0;161000.0;75730.34782608695;242833.33333333334;234188.69565217348
5;815876;1006000;2.Medio;146309.9409055994;6403.766424430295;54001.83975204937;33214.984799399135;14.5753108933028;120374.13053051537
7;371389;513000;1.Bajo;161568.04488446022;34089.6605427708;15.4049490521664;30140.172537785205;416.66666666666697;31374.591636012854
3;2925516;1405000;2.Medio;352160.4519516845;568.76330331281;111096.05507394181;178193.91016484192;474333.33333333296;151564.36770139815
4;2216931;2863309;2.Medio;331715.7608843972;51350.222503889934;67230.65317583633;290820.84633023455;177199.99999999962;126791.51789725616
5;998048;1095450;2.Medio;469561.02128842426;17157.2647897653;22947.86069538442;68387.95539666271;7083.33333333333;52545.3260679846
1;2264484;1301292;2.Medio;201430.057908468;3083.96465178697;92964.65134327272;12300.54220905689;61527.777777777694;233884.8579185506
4;3490681;3195832;3.Alto;812147.3338922394;57455.88705052666;111024.03457328973;201823.19713304698;448000.00000000035;495446.685083857
4;4846097;4725185;3.Alto;723394.034465524;9074.79881732213;319359.33092879603;1130241.4430646491;543193.3333333334;561408.495059426
3;340143;500155;1.Bajo;147024.0;12400.0;27500.0;13676.0;3624.9999999999973;10600.0
4;1372805;1290323;2.Medio;300950.0;51436.0;35000.0;18500.0;427166.6666666667;28600.0
4;1550511;2457072;2.Medio;219474.0;62740.0;67246.0;105157.01886792453;1666.666666666666;53789.898989899
2;1309285;2201163;2.Medio;195785.5692705773;234.84005589156502;118040.34884225122;222177.6697057252;370958.33333333366;719.214132430183
3;476431;465469;1.Bajo;139401.1875;20653.75;32590.0;3855.625;1666.666666666667;7536.875
2;732143;969194;2.Medio;225500.0;4200.0;42960.0;25066.6666666667;60000.0;152365.2747252747
3;546443;560000;1.Bajo;144469.63890098262;166.038042168141;104008.52768342994;35016.10051280674;1583.33333333333;65308.503142681526
4;1716807;1658000;2.Medio;228634.0748607638;97751.6950245452;101348.3796405551;158406.74318111618;101810.26582726656;85845.5175060806
5;748277;914000;2.Medio;252359.99841308594;20720.0;48000.0;30469.011643912927;53625.000000000015;6200.0
5;370671;488000;1.Bajo;178374.0011444091;5352.66650390625;6200.0;33087.46661376953;1916.666666666667;10215.72739945723
3;516636;459000;1.Bajo;194876.0;11400.0;46000.0;11871.37049734048;1666.66666666667;4000.0
4;2097476;5212500;3.Alto;310741.7800831592;36921.7738840476;160013.00834081974;254774.5993081204;160166.6666666663;270325.38074188377
2;1786170;1541960;2.Medio;78171.98272571176;27978.225288721445;28682.11298213071;29794.57488936215;3301.8115922128304;20599.8034664624
3;1738297;3035064;3.Alto;270823.93365478516;8060.0;111057.0;47605.3626443614;138416.66666666698;134495.80327868855
4;2063968;1068327;2.Medio;594326.0;9980.0;56512.0;87935.14427649451;390749.9999999997;21752.17391304348
4;767019;710000;1.Bajo;334526.83843463974;44659.375;41333.0;15057.857061476929;22916.66666666664;31775.00024414063
4;781331;688580;1.Bajo;73060.0;6000.0;10000.0;2855.07250445822;1750.0;9200.0
4;821104;660000;1.Bajo;108895.72727380288;4585.62210965412;66787.87471934331;129558.52347734381;140583.33333333334;19830.45564680445
4;795723;2054832;2.Medio;74422.40026708902;5166.66650390625;25933.333496093797;34159.3330078125;45416.666666666664;10163.9344262295
4;709156;529101;1.Bajo;114627.7329262812;132.000243523672;66822.6795083268;69423.03162897892;39166.666666666664;17070.92601405681
6;500952;1113245;2.Medio;109741.9375;5812.5;64758.75;59893.125;69583.3333333333;5037.5
2;3144025;8274532;3.Alto;331408.274271914;20736.5413930315;132412.37223004413;75925.39816076378;21666.666015625;378407.1115571447
3;292314;372620;1.Bajo;111538.0506038662;529.1943725227729;90.92307603185492;31421.076222726453;416.666666666667;14185.08879945922
9;677250;220065;1.Bajo;208060.00024414062;9000.0;10000.0;39033.33319091797;59583.33333333328;105400.0
3;240681;440500;1.Bajo;79311.073683493;248.226873041371;24042.64888672776;45245.21312378898;1500.0;760.212198308882
3;553860;1154111;2.Medio;137901.5625;24160.625;15812.5;33695.652173913;52500.0;4824.375
3;298377;427240;1.Bajo;62516.66714477539;45053.3344726563;12990.0;13467.59259259259;616.6666666666672;20563.33331298828
4;1371239;2033831;2.Medio;465446.5891189919;537.236840190292;87722.7126237932;50257.48885529069;55833.3333333333;40264.840787161396
3;4119627;2271333;2.Medio;403510.23262903036;62692.08560991591;128687.26138445424;438659.03480222763;350230.5277136136;138569.98008830126
2;724571;529357;1.Bajo;48499.54577514805;286.128418676229;106615.85953935604;74364.21703281169;41107.25987864517;1073.4707217005198
2;2953621;5228247;3.Alto;393461.5030611943;38199.11937414736;93705.28245532677;364714.9023314199;8254.52898053207;305891.45023606584
4;3169187;3881000;3.Alto;259327.68265677738;84053.69578618491;130310.43735959448;305859.533305612;514999.9999999994;182815.54813621996
3;1836327;2050000;2.Medio;235112.57172270896;52965.806063289936;100169.13931499093;52866.2424758883;208.218727047183;75593.16906947427
4;1542818;4590000;3.Alto;281719.33203125;5800.0;156000.0;139846.63759977923;9166.666666666672;35320.0
3;1650318;2556616;2.Medio;278010.8256319306;58355.673049917;200818.75763483086;8504.400795153335;228333.33333333273;83915.01996849841
3;645711;420000;1.Bajo;110145.06652832034;1715.33337402344;60703.7037037037;38557.11111111111;1041.66666666667;88166.0654296875
5;1398424;842856;1.Bajo;724246.8228997743;20800.0;66990.0;74860.0;125833.33333333337;18049.179297491486
4;1427431;1532872;2.Medio;343046.00079345703;61897.99951171875;180878.5046728972;10199.99975585938;131916.6666666667;19380.0
3;743767;660625;1.Bajo;126170.2517790086;11493.34950898;29980.0;127230.18973472457;65000.0;68231.35556883427
4;1131983;1906381;2.Medio;247254.45710396787;10257.207995057886;79946.99072872112;45555.95924960428;206443.26322620074;103686.03332767064
2;1582534;2120000;2.Medio;155868.0;15740.0;93980.0;109681.25675104494;10000.0;226815.27638190938
3;1347976;1200000;2.Medio;271940.0;5880.0;66697.738317757;161653.82050439107;1083.333333333334;245589.1457286434
2;1551212;1880396;2.Medio;129490.5346782256;11392.2607412524;30369.749537130592;181925.0117480209;217888.1186423957;44673.94146611775
5;616932;610465;1.Bajo;156317.5;50956.25;7990.0;3968.75;666.666666666667;16468.75
4;978954;1181886;2.Medio;184917.53292846686;16058.0;39000.0;58830.458548457274;31166.6666666667;51666.665527343794
4;1037347;10418200;3.Alto;297554.53921508783;3720.00024414063;64559.333984375;31393.874806833788;2166.6666666666633;44639.999511718794
3;5362061;6479108;3.Alto;749157.5518533863;656.680456774999;87512.82698796541;751274.4974282001;1013333.3333333337;330819.412757588
