Personas;Gastos;Ingresos;Categoria;G1_Alimentacion;G2_Bebidas;G8_Comunicaciones;G9_Recreacion;G10_Educacion;G11_Restaurantes
4;4330070;5600053;3.Alto;283335.17366974935;4206.210272893521;75522.48186322709;677108.9152893233;418556.3076807921;590001.7532814344
5;733429;440000;1.Bajo;132369.49369820414;76013.5354945734;23885.916296362488;67892.49618816144;150666.66666666637;6617.394405691728
6;1888810;1659000;2.Medio;275444.53478425473;11133.719112605693;88332.00717253306;308484.87953977176;131153.03158276118;123720.95322330145
7;1824423;1935500;2.Medio;470085.9999694824;23000.0;145000.0;20000.0;449166.6666666667;58040.0
5;1570149;1010000;2.Medio;480924.8295157114;89425.4491220029;106006.09066041229;34097.42006817989;262333.3333333326;3108.565420962506
3;1657725;1059681;2.Medio;327890.67756277893;85353.41931906843;32841.75397075001;96497.53457328462;1037.3754436815;7512.83504750297
1;1559867;1987782;2.Medio;111071.32582881187;28.296224355153303;65662.94915761576;94031.624909947;50109.500741277494;106898.32071290596
6;1565187;1747000;2.Medio;293805.60314941406;5786.66650390625;166579.1208791209;74133.60923431825;124999.99999999971;202759.98980346014
4;1968128;1150167;2.Medio;245174.0012207032;34060.0;104940.0;163988.7912087912;443711.1110026042;141400.0
4;923784;1080000;2.Medio;214794.73339119056;3825.98427414604;34157.35819788955;26077.722640110587;1083.333333333334;17197.14300415808
3;866903;1035000;2.Medio;212394.899162242;53425.33256678798;56000.0;95031.43474750764;9999.999999999996;42545.62774049088
2;549589;638777;1.Bajo;103314.44414477955;41.534770453001;43130.56451621206;165.246964288242;160.731272706557;8185.9771488544
6;1478036;1800000;2.Medio;325155.0413780567;82.18883087323;52412.12120329782;173074.57844949153;150416.66666666666;113246.49215260435
3;1308274;733097;1.Bajo;593842.20111084;2686.66674804688;22000.0;85831.25035856866;200000.0;128285.33374023448
3;2656731;4000000;3.Alto;547854.4613751037;80760.0;114073.0;205339.56521739133;325333.3333333334;381021.4516683746
3;1795203;1980469;2.Medio;332014.0053471974;36809.40678746752;75048.180178407;94274.82796331933;268.590416233325;121514.8712649376
4;1123345;815000;1.Bajo;134579.26824951184;16822.666748046853;61847.666748046904;188579.33203125;170833.333333333;27895.866760253917
2;617640;391644;1.Bajo;120298.1458128922;15247.8541871078;40980.0;14200.0;157156.6666666667;62260.0
6;1290466;2503875;2.Medio;310777.18612297816;11337.3862462253;65947.92326825752;133872.78473777958;222466.6666666667;52643.4152023958
5;1655079;2120000;2.Medio;399419.9981689454;98800.00048828131;63000.0;103678.83992866849;83833.33333333333;86499.99914550781
7;1915942;2035640;2.Medio;722136.5013774799;104731.24589412544;78056.91272844272;75417.85965348424;115000.0;81474.46364757932
5;935203;637118;1.Bajo;138612.3264940788;4585.62210965412;30111.207727155805;10085.6874629597;25833.333333333336;14043.7891428982
3;460283;833459;1.Bajo;142600.00096130377;6985.3332519531305;10333.3330078125;43254.1436464088;416.666666666667;89238.66674804688
5;665154;257500;1.Bajo;137852.0;8600.0;43000.0;7000.0;1250.0;10000.0
5;2240695;1724101;2.Medio;432486.74296888965;49986.40344284143;100013.1271918283;47830.696947662334;20000.0;170268.99089924953
4;1285103;1840426;2.Medio;208569.95007424185;25153.02729514907;80315.29336782751;57718.2972892995;253500.0;145753.23624466927
2;879696;647500;1.Bajo;34223.99975585937;6613.33349609375;63000.0;81070.55555555556;108666.66666666634;75226.66552734375
3;535231;746667;1.Bajo;176585.6870117188;2518.75;42056.8740234375;32162.5;2291.6666666666697;12498.8125
5;3195349;7301292;3.Alto;357347.0595800883;63409.69999967729;125450.96074548198;97442.69081581142;479281.6666666671;85978.66309485203
3;1550712;322000;1.Bajo;758420.2168824545;11639.024208928899;32248.61111254108;68765.78577585147;2768.14969661292;144430.2886683621
5;274880;528087;1.Bajo;121338.17631368089;27745.95197471971;139.97731917974;2940.3466618761004;291.66666666666697;2979.45690462937
4;2612142;2041041;2.Medio;245996.5150224281;8464.572321951679;49523.25268914073;130126.01209115102;1875.1981815765;69977.9746093315
4;2192034;1745383;2.Medio;274512.4043496512;19737.84629939988;136372.8197247896;124431.16819142584;187499.916666667;174190.19835326308
2;343148;498011;1.Bajo;105814.00802079611;104.11018120127198;6327.270267610499;11214.20456180145;402.885624349988;20795.870349183035
3;894940;928235;2.Medio;92873.9829049584;71.10210739345379;24213.50941517756;39721.30614920512;1208.4842993510701;144046.97423575827
4;730370;1220569;2.Medio;98756.3890098263;13660.38042168141;61285.27683429938;77095.78773676306;62575.0;5085.03142681526
3;1298241;639450;1.Bajo;111328.74993896484;8912.50006103516;118962.2641509434;195710.98484848486;194166.66666666628;93387.5
3;1917522;1400036;2.Medio;687760.2819461683;27708.121887437548;65017.631891339915;75547.81385743804;3333.3333333333303;152933.6237401982
7;12790979;16596868;3.Alto;280775.80447909504;8146.7169151436;213709.51708893254;367629.76814499765;1296903.4239464144;1076663.7324982032
5;992789;855000;1.Bajo;438765.70089506544;5154.01873822998;94861.84516106993;65687.46689979603;6854.7103611146795;122045.72398718465
4;657214;1112500;2.Medio;283220.00079345703;77680.0;80000.0;16599.99987792969;33333.33325195313;29200.0001220703
7;824307;1511254;2.Medio;49120.0;46400.0;323337.826086957;32608.6956521739;1083.333333333333;30400.0
4;1506821;1241546;2.Medio;515551.108863588;2810.8424497980104;54967.9424783151;39250.00972405616;101083.33333333337;59370.90203028593
2;836073;714699;1.Bajo;185470.0003081361;7752.084631400718;42922.458333376235;55082.50419049602;83.04449089838769;18641.76030412754
3;2687502;2602500;2.Medio;375462.39758248;47038.4372824468;179213.97146058845;362068.6074144652;148000.00000000006;199219.79312039012
4;705600;900506;2.Medio;172451.02143894043;4728.98325180354;94897.41156933516;71276.28511384004;44466.6666666667;9118.84174735616
3;1740421;1986098;2.Medio;215604.6551706796;13566.50936546083;141358.6462999821;216768.0850080988;471101.21878784394;100390.21089891315
5;607489;625000;1.Bajo;219781.9991455078;39520.0;10000.0;7200.0;34583.3333333333;87920.0
9;1297504;1025000;2.Medio;402453.62689208984;32937.5;93875.0;86981.6593070652;109914.2682291666;128456.25
2;258224;661000;1.Bajo;57880.69610105421;21.677736359716896;8068.143946132597;28086.24533341619;83.88851356328509;20530.50811221786
2;690404;617105;1.Bajo;119125.25;33840.0;4843.75;51982.88043478261;20833.33333333333;74496.875
5;1350577;1741321;2.Medio;407390.6494373375;17980.0;64312.0;28953.666667938232;34833.3333333334;5713.35056266255
5;6491340;10681128;3.Alto;657448.2831016062;8711.90953793357;153574.54660556954;443828.079024934;559500.0;322351.87251687003
3;681775;354586;1.Bajo;238483.18669017768;56.881685914763004;178.807532142047;79381.54341338306;12720.120772814187;213.40356443082698
4;1550996;1050000;2.Medio;317348.4256628717;57353.32317720482;93129.43841303706;132041.6401759523;57083.33333333333;56168.8152346039
1;1315600;2540000;2.Medio;75717.26032383292;77094.70240114584;87215.2150540402;160348.0673142307;535.770909021856;98019.7061957536
3;1472652;2952253;2.Medio;366586.0;7580.0;63797.0;184846.82579365582;60833.333333333336;2500.0
5;584625;900000;1.Bajo;138964.20092219173;5132.548060051161;40082.90857996826;79019.3640192743;583.3333333333339;64689.470545710996
4;398425;512500;1.Bajo;51140.0001220703;42200.0000610352;24000.0;20000.0;45666.6666666667;18700.0
5;888433;770562;1.Bajo;315285.54559204256;17723.628418676228;37899.44444501643;78542.53448011415;76940.59304921809;2042.2207217005198
4;1146470;377000;1.Bajo;449704.60386657715;22051.33288574224;84200.0;11862.66690063477;349299.99999999965;34637.33386230469
4;1906144;1340198;2.Medio;272873.8168335604;5491.32498192035;41893.68203133314;110645.54313184545;616416.6666666667;176468.93727763448
3;544417;555900;1.Bajo;324012.477278512;36900.0007324219;10000.0;3333.3333333333303;583.333333333333;3000.0
4;1907498;2061606;2.Medio;494090.9619610397;35404.74771557679;56279.496448693506;122570.03888082164;211868.93119381403;116772.1073093729
5;3183672;7438204;3.Alto;170316.852241773;14841.033209713898;82749.89935831192;472354.82087081665;383080.2991666663;45451.7044963593
1;513473;251240;1.Bajo;57384.0;7960.0;11450.0;101905.3913043478;52083.33333333333;36960.0
1;517829;299155;1.Bajo;65924.4951343197;23981.2370151437;31440.263347061853;125226.3672069443;167.318619948629;44374.73446188343
5;3014537;2327893;2.Medio;1024737.4684082218;20635.81142666978;115495.94189389546;103595.01414484796;10000.0;17959.46109904052
4;763514;812500;1.Bajo;285388.76911531173;256.501108898856;78885.7188690945;3504.3392886397;4875.0;14632.21977038561
4;4997040;11002454;3.Alto;171072.46716308594;29718.666015625047;218000.0;1126342.9004224692;140518.69166666662;87213.3349609375
3;1684193;3679818;3.Alto;134838.375;73793.4782608696;88500.0;66582.60869565216;38916.6666666667;140275.0
4;2270256;3513500;3.Alto;75790.7751853269;160.849353350387;200027.63619332275;16338.423458738052;259333.333333333;37305.11290775398
4;1528470;900000;1.Bajo;348980.9144945881;20898.134487657255;76519.39845640288;37860.830001043025;73666.66666666663;156207.47261655075
4;1010440;1508518;2.Medio;279650.02945252485;5079.15073241585;69136.00341134469;172490.16630381558;80250.00000000007;74359.87150548487
4;302629;236000;1.Bajo;116680.00009155272;7600.0;33800.0;3358.333312988281;83.3333333333333;19580.0
1;1087104;300000;1.Bajo;48632.800537109404;16512.666015625;50990.0;36394.68083040011;350000.0000000003;51005.33422851573
4;387469;910000;2.Medio;102941.4167376466;13005.055576186025;34151.32238499408;12586.529366011328;22.1451975729034;81799.47234412152
4;1389678;1186549;2.Medio;227940.0;5780.0;120620.0;321544.3516076615;141333.3333333333;124842.19780219784
2;835149;2526494;2.Medio;22640.0;5800.0;14000.0;95940.97917358512;25000.0;31979.6954314721
4;772806;331137;1.Bajo;202967.33636474612;40713.3334960938;85245.6669921875;35241.2675170899;1666.66666666667;19400.40519722784
4;1097788;1136430;2.Medio;299622.4271018528;20917.69224020464;103081.63456401363;105974.6866180105;28333.3333333333;30323.84903367274
4;581236;533000;1.Bajo;87863.19426473527;27199.999511718797;9990.0;159069.1304347826;1250.0;80790.80628458114
4;959274;588000;1.Bajo;256780.0010986328;21800.000244140632;62400.0;52800.000244140596;57500.00000000004;294399.4929961384
8;986485;1850000;2.Medio;504794.3119506836;19936.875;39937.5;29062.5;83666.66666666667;88911.875
5;1104048;380000;1.Bajo;332166.9373168945;46170.625;12990.0;15916.66665649414;215499.9999999997;29527.5
3;1223876;1444058;2.Medio;118058.20101770667;102.600443559542;124412.39011174036;6672.307061629854;82000.00000000004;171496.21970747065
4;2953875;4759556;3.Alto;533881.6383275941;63148.86457967775;89542.02012943337;69685.3285090493;11166.666666666635;185649.0318896373
3;623380;850000;1.Bajo;164974.8751852684;9396.755891714822;26009.40366595381;67119.32494208778;22250.0;9950.10955218365
8;1157387;3544226;3.Alto;308767.9541326267;14183.945998642428;60187.26138445424;286319.72084203904;1480.527876373666;44940.99308468191
1;772400;560677;1.Bajo;216603.73126858548;2417.47165137743;49089.96870094271;36021.94567709214;9355.13284460301;41143.53790962994
3;410889;360372;1.Bajo;143867.5119820775;252.533484760107;43.388823516721004;10645.428091088306;1250.0;4615.1375861217
5;816879;491000;1.Bajo;345542.5376586916;107260.000488281;26333.3337402344;28933.333496093757;1666.666666666667;34099.99951171876
10;808842;924000;2.Medio;452866.0;26800.0;64215.0;1666.66662597656;1041.666666666666;78600.0
4;3710970;4260000;3.Alto;462621.692338761;44961.35061903857;61683.04417335561;939702.9005868166;480000.0000000006;306851.444824788
5;1354917;633500;1.Bajo;383637.87239723006;3002.5213706382397;79172.5431077329;22010.28542777339;1666.666666666666;97870.73226399625
3;1279946;250000;1.Bajo;373152.2223281384;7419.88152114473;47742.92687888773;5490.45854176153;317041.6666666666;76428.43019197704
6;2113016;1182603;2.Medio;390031.73079231195;24431.150735104813;93967.2547854868;39871.67244333121;97291.6666666667;147518.62252878185
4;693796;801844;1.Bajo;295348.625;48825.0;42669.0;89450.20718232045;1250.0;1162.5
2;454832;756382;1.Bajo;32840.0;21600.0;35000.0;30326.460924572377;2583.3333333333367;42133.3330078125
2;520096;663903;1.Bajo;108439.137081121;8033.22878339399;15990.0;25804.613125706994;32351.66666666667;14278.43887024544
3;1073655;1911699;2.Medio;235245.45418058592;15815.763240287315;131744.04696305437;7070.851013517788;847.0538071635539;35889.9551021009
3;605216;80000;1.Bajo;185957.37521362305;5425.0;22000.0;22411.458862304742;1250.0;11043.75
2;929148;795040;1.Bajo;83769.75;2886.875;20000.0;89472.13974719102;155916.666992188;8137.5
2;1819872;4630483;3.Alto;121150.00012207031;41138.0;237960.0;94077.08404802743;231666.6666666667;27684.84848484849
5;1043422;1633000;2.Medio;227620.92331429166;667.50338333323;29094.68651978478;28950.220784647317;100000.00000000003;10910.2759005299
3;494358;614000;1.Bajo;343417.2679434506;3349.4736567572113;134.563481760966;9676.974819275734;2665.6541938863156;1400.59908833818
3;864478;650010;1.Bajo;185911.13317871097;12338.0;15000.0;50612.666015625;183333.33333333337;85507.39408180938
4;1490348;1190000;2.Medio;238794.7936060997;84082.58026715192;82867.9245283019;241729.9189340015;78333.3333333333;149187.3140048318
5;1883470;968731;2.Medio;308424.112870654;51258.57273013827;62867.772386645505;30024.502751548844;833.333333333333;357395.66488996544
5;636024;300500;1.Bajo;396881.0330838151;10414.44258044655;55426.98526318103;4132.04848168221;1125.0;7765.9899225051595
4;426867;580000;1.Bajo;205972.6993564013;8769.69201895492;6819.05073042965;26562.85938877585;333.333333333334;11034.5181961891
4;2415979;2195487;2.Medio;473280.6388357282;10572.55192822624;78886.76555717617;75117.41240978902;324999.9999999997;404975.75366050575
5;7526738;5788828;3.Alto;197034.60009031958;179.29341929067002;81030.80514465123;1845638.9678386287;1692916.666666663;474435.76675508363
3;1604609;975000;2.Medio;244340.809418142;14893.612382482299;96438.93320366542;87284.2159987647;171666.6666666667;123612.7318985329
3;4119057;2166317;2.Medio;176177.13369750977;18558.6669921875;68990.0;268414.4372649017;200000.0;165002.66748046875
3;1918225;2400000;2.Medio;315448.6465590869;48.4831083130973;75008.33008356154;131863.48930960576;66666.6640625;28188.48291766301
3;976414;233000;1.Bajo;121858.93325805667;224026.666015625;20000.0;11077.333251953129;117916.66666666634;42738.66577148438
5;1653801;2512752;2.Medio;90630.26815132945;2103.5492582553197;50413.67991569476;125500.95131119009;490083.3333333334;100147.66967825123
4;790463;815000;1.Bajo;174678.80133056652;13019.999755859399;52000.0;34100.0;88333.33333333333;2686.6667175292987
3;450120;413965;1.Bajo;52881.525675964906;44.2335721713564;12872.599953163757;119491.880680402;2250.0000000000036;8834.843415355
5;817795;1167000;2.Medio;282528.111643236;10905.673855398221;24255.21807091726;11421.4660417575;89999.99999999997;27674.1382779871
6;1704572;2600000;2.Medio;541110.1236597472;25478.125;175452.1739130435;89217.3913043478;17166.666666666635;90512.91674804688
4;575777;473000;1.Bajo;169942.25433377983;32862.92546305372;89285.16721651387;52394.355700031454;1250.0;28618.60412133909
3;1672840;3044935;3.Alto;64931.4375;6393.75;104000.0;29054.375;27083.3333333334;49129.464285714304
5;1049639;1218334;2.Medio;225520.00109863284;9600.000122070309;51990.0;113376.7013435783;166.6666666666666;117780.00012207041
4;1035567;920594;2.Medio;114186.41438711908;44087.26756352945;78117.81622321164;18018.32827158135;246416.66666666663;5665.042823936379
6;1409123;1789000;2.Medio;539864.4260331995;102140.1696679337;111243.33804719326;48069.684667165384;12500.0;113450.12006508067
7;1645911;2724626;2.Medio;320736.50025527383;11599.892280908945;125913.779486037;10813.9083854559;106118.4782588795;165303.95021302352
5;1529567;1510194;2.Medio;157180.79822591308;11913.02136718028;301975.1328125;49262.34577509733;10416.66666666667;331938.17204553005
2;1405558;3443286;3.Alto;217889.1908251832;1258.6461899667802;121216.25321275054;25770.02510978023;158625.00000000035;89345.4118793438
5;1087954;590750;1.Bajo;474874.0127511327;7821.65929681339;16949.958842035478;39660.0690527688;2375.0000000000005;130778.9146081573
5;2929663;3200000;3.Alto;424870.6750721915;95646.39587483212;124000.0;111372.43016977393;326666.6666666664;56238.82787665738
2;1815413;1999357;2.Medio;158940.57400623988;4039.3590874309293;43618.5509171289;341763.10855234496;134766.66666666666;177300.11517389084
5;2327555;2082720;2.Medio;445122.9584461686;15200.0;131034.57142857139;168836.0406091371;10833.333333333336;149120.4933304812
4;1628248;1200000;2.Medio;193082.69034592743;382517.29427321325;70000.0;92737.7049180328;65416.66666666663;148620.0
4;526301;1141700;2.Medio;56051.875;41850.0;75500.0;53082.54934007291;52499.99999999997;18987.5
4;621525;250000;1.Bajo;227875.9804665018;17586.95417182841;74533.2251488541;19528.17743194584;5041.666666666671;18417.1363433781
1;437124;408745;1.Bajo;53126.676787189404;124.46586212416;18471.258333582147;495.190069650433;481.65804721064796;10716.334763939729
5;1442864;2793882;2.Medio;109927.99960327144;16760.0;145590.0;161606.3767912491;50000.0;98026.0850033967
6;4622616;3189200;3.Alto;480292.489191386;60470.4202294215;308697.51221299125;230975.96225583507;175000.0;629615.6167919907
5;1300591;936375;2.Medio;685386.0014953614;29800.00048828125;22000.0;5583.333312988281;82833.33333333334;82090.10989010989
6;1155392;1827771;2.Medio;482203.3711705831;101552.76823907228;2995.0261633792898;131774.49122723177;7020.356277970994;71211.65256135921
3;1684848;1930000;2.Medio;281592.01753368747;46473.607191460884;68072.66121016223;140513.98696508614;108333.3333333333;57578.0013375176
6;1370479;1097938;2.Medio;273724.1875;40687.5;235622.85714285698;119510.8330078125;140000.0;101872.95918367349
2;6767333;11678782;3.Alto;173500.80139160165;69747.93212890631;67892.66650390625;975942.5676549693;168083.33333333372;472221.4769153703
3;1270406;2147111;2.Medio;114875.72924055089;19512.80181138842;102508.96813449104;104423.77163673242;145215.93099743145;126603.2147046882
7;5713784;8500258;3.Alto;354493.5018981518;70298.16283123891;129621.48471564993;1210080.8857891592;1391666.6666666667;262537.50874819624
5;5564101;12610200;3.Alto;1672062.3893231805;127872.5709096807;234786.19414482135;158051.2948423194;669166.6666666663;335555.570063725
4;997779;1569595;2.Medio;365695.6800742199;31704.928458569004;73603.4809617238;101194.59774715532;11666.666666666699;13486.7663496691
3;1479718;1869741;2.Medio;323735.1142431199;36614.75798894395;82165.81715993652;250815.90557009712;108333.33333333301;172927.5184394883
7;451600;561000;1.Bajo;171125.3057127743;2158.49454818584;370.859884589191;58707.85739112531;15750.0;6610.54085485984
3;1752190;1099728;2.Medio;340992.25;164396.875;205206.41509434;174140.7386363636;75000.0;89822.5
3;618765;712703;1.Bajo;199745.617499716;6278.597736726354;53630.02856342213;45540.680500383605;15833.333333333338;38285.85032094647
4;2305944;3427000;3.Alto;428482.5761323806;80561.24975585938;272603.773584906;124113.80359267663;351700.0;15706.73697797096
3;2251947;4400170;3.Alto;162793.39990234387;6877.86669921875;130000.0;179090.90909090912;395416.66666666634;49191.33251953125
4;1599392;3468200;3.Alto;318180.2130323795;173415.0123959159;185508.35856875076;4625.65052603198;833.3333333333339;86715.584981234
5;868164;643000;1.Bajo;260613.873169687;95420.75516114381;39044.44925312294;22335.485784866843;1833.333333333333;7717.329556888213
3;416300;407000;1.Bajo;158410.0001525879;5812.5;25000.0;28025.2525252525;333.33333333333366;90970.51767676767
3;3495706;5517129;3.Alto;211638.0;13780.0;122309.0;297982.68893211224;136250.00000000035;1073839.2284263961
4;4082326;4332000;3.Alto;692814.69444723;158932.56084270304;109371.79093164037;528322.6598597635;329166.66666666634;279642.0370142242
4;1696227;3622560;3.Alto;121780.0995018815;10382.3587767739;100783.83604487401;60035.19708261141;284999.9999999997;189854.38995408692
7;640542;752000;1.Bajo;57100.49142244506;474.80858052632203;50700.0;38065.41002511901;70583.33333333337;1454.13455986965
2;596803;520000;1.Bajo;115318.65739220206;40654.45863046282;38522.50829973201;25421.06761340043;1000.0;172828.3264961343
4;3091060;3621000;3.Alto;426112.8225633764;22.3391244909105;57970.22301917034;147927.76113318105;261753.11462030714;120963.14633253697
2;1029975;740000;1.Bajo;281222.02668039105;24281.03581960943;40000.0;77229.16662597656;132166.66666666666;47468.75
4;7533474;2377654;2.Medio;371975.8688057858;35811.82597880769;169851.42857142858;1079057.5341765077;1150166.6666666667;156245.7368904759
4;1167260;1130050;2.Medio;297588.0;51000.0;58646.6666666667;107583.5531135531;1033.3333333333333;102872.5274725275
4;1375591;1713868;2.Medio;376584.1248779297;104043.75;115895.9375;28304.74782875488;2000.0;47565.625
4;4336063;5903375;3.Alto;294804.1875;43109.375;110000.0;450642.3016128268;306666.6666666666;813414.4406565661
3;2193728;5277983;3.Alto;228965.90051414905;17.3421890877736;97504.51515690608;124061.33692607362;261150.44414418435;1007818.9130346107
5;1810168;786000;1.Bajo;809400.8065414559;210.220701925592;137005.4388026718;139938.55964848827;94999.99999999999;178532.94636518921
2;1361523;1147583;2.Medio;226484.0629272461;77007.87548828125;62000.0;316570.76851449505;143333.3333333333;29643.75
3;1692910;1152640;2.Medio;243040.00195312497;17566.6662597656;40000.0;6699.9999186198;65416.666666666664;99416.94396770328
3;1371891;531352;1.Bajo;252401.23835036356;9828.828591343741;32070.886835872858;38792.203704638196;1000.0;1263.55085594755
5;2252565;2805470;2.Medio;339203.0154415599;18751.30632218036;95670.52824553268;101353.8223566245;44158.7862313865;39715.5973509906
4;3339255;4500000;3.Alto;235399.5483540721;53187.676860342835;171095.77506524714;256490.1316189813;167749.99999999997;121832.08243209371
5;1623021;1125000;2.Medio;398418.19982910156;11986.6669921875;81000.0;263561.9331665039;48000.00000000004;230562.6941103863
8;1108595;2218131;2.Medio;189933.57417500342;43582.8467378028;85713.74804941486;21860.80877273384;3356.8566540260604;158206.82571044212
7;1499745;1020000;2.Medio;415356.62943531526;16446.76762568807;40010.63502376726;5519.761974344718;31166.66666666663;78221.18232641471
2;2141482;1560000;2.Medio;303230.0;57540.0;66000.0;157886.09042174666;285833.3333333333;348636.04060913716
2;733833;700000;1.Bajo;199738.1949016417;47030.18972255945;142.63841714968902;1297.8938683815302;113333.33333333301;21342.51571340763
